TICKER SYMBOL,NAME,LIST PRICE,INTRINSIC VALUE,EPS TTM,GROWTH ESTIMATES NEXT 5 YEARS,MARGIN OF SAFETY,ENTERPRISE VALUE/EBITDA,EV/EBITDA (YFIANACE),ENTERPRISE VALUE,EV(YFINANCE),FREE CASH_FLOW (MIL),TOTAL LIABILITIES (MIL),PRICE/FIFTY TWO WEEK LOW,FIFTY TWO WEEK LOW,PERCENT SHORT OF FLOAT
LEE,"Lee Enterprises, Incorporated",30.58,23.23721254,1.318,3,0.759882686,6.31,8.921, 738.25 Mil ,828808192,$50.50 ,$879.70 ,4.307042254,7.1,0.0669
LEGH,Legacy Housing Corporation,17.67,undefined,1.568,N/A,undefined,9.17,9.487, 468.85 Mil ,463066496,($4.90),$79.40 ,2.078823529,8.5,0.015700001
LEGN,Legend Biotech Corporation,30.02,undefined,None,N/A,undefined,-11.35,-16.01, 3.47 Bil ,3488164864,($238.39),$440.75 ,1.282357967,23.41,None
LEGOU,Legato Merger Corp.,10.2382,undefined,None,,undefined,Not Found!,None, - ,46835500,$,$0.08 ,1.027931727,9.96,None
LESL,"Leslie's, Inc.",29.15,undefined,None,20.1,undefined,167.72,30.839, 6.41 Bil ,5999363072,($196.70),"$1,133.50 ",1.522193211,19.15,0.2021
LEVL,"Level One Bancorp, Inc.",26.36,undefined,2.57,N/A,undefined,Not Found!,None, 191.50 Mil ,189027376,($12.08),"$2,227.66 ",1.862897527,14.15,0.03
LEVLP,"Level One Bancorp, Inc. - Depos",27.1,undefined,None,,undefined,,None,,194371632,Not Found!,Not Found!,1.099391481,24.65,None
LFMD,"LifeMD, Inc.",9.56,undefined,None,N/A,undefined,-4.05,-3.826, 232.23 Mil ,219922128,($12.20),$13.88 ,7.966666667,1.2,0.0502
LFTR,Lefteris Acquisition Corp.,9.95,undefined,None,,undefined,Not Found!,None, 257.58 Mil ,256086464,$,$0.18 ,1.030020704,9.66,0.0015
LFUS,"Littelfuse, Inc.",275.26,75.42397213,5.29,0.8,0.274009926,24.37,22.699, 6.79 Bil ,6790201344,$202 ,"$1,139 ",2.201551628,125.03,0.010299999
LFTRU,Lefteris Acquisition Corp.,10.45,undefined,None,,undefined,Not Found!,None, - ,268512384,$,$0.18 ,1.064154786,9.82,None
LGACU,Lazard Growth Acquisition Corp.,10,undefined,None,,undefined,Not Found!,None, - ,700000000,$,$0.64 ,1.025641026,9.75,None
APT,"Alpha Pro Tech, Ltd.",9.52,69.89407666,1.94,15,7.341814775,3.33,3.661, 107.70 Mil ,"118,301,080.00",$17.10 ,$8.80 ,1.051933702,9.05,0.1507
LGHL,Lion Group Holding Ltd.,2.82,undefined,None,,undefined,-31.16,None, 98.03 Mil ,86704816,$0.10 ,$12.13 ,1.616045845,1.745,None
LGIH,"LGI Homes, Inc.",167.86,456.3900767,12.76,14.83,2.718873327,12.66,12.697, 4.67 Bil ,4701483520,$199 ,$687 ,3.872202999,43.35,0.1001
LGND,Ligand Pharmaceuticals Incorpor,151.08,-9.224362369,-0.184,24.2,-0.061056145,56.03,43.11, 2.51 Bil ,2474408448,$54.60 ,$652.80 ,1.949167849,77.51,0.1526
LGO,Largo Resources Ltd.,17,undefined,None,,undefined,38.18,29.808, 1.05 Bil ,1026752704,($68.20),$50.60 ,14.16666667,1.2,None
LGVN,Longeveron Inc.,6.17,undefined,None,,undefined,-55.03,-38.482, 120.56 Mil ,115171248,$,$6.14 ,1.098842386,5.615,0.020499999
LHCG,LHC Group,216.61,126.8401951,3.56,14.74,0.585569434,28.87,33.172, 6.75 Bil ,6672639488,$463 ,$870 ,1.863151557,116.26,0.0298
LI,Li Auto Inc.,20.63,undefined,None,N/A,undefined,-1643.23,24.282, 14.48 Bil ,-7720771584,$452 ,"$1,005 ",1.441649196,14.31,None
LHDX,"Lucira Health, Inc.",6.86,undefined,None,N/A,undefined,-6.25,-11.231, 231.26 Mil ,355420032,$,$155.01 ,1.022354694,6.71,0.039
LIFE,"aTyr Pharma, Inc.",4.06,-58.37512195,-1.771,13,-14.37810885,-2.57,-2.307, 37.47 Mil ,35390224,($15.50),$7.24 ,1.537878788,2.64,0.0643
LILA,Liberty Latin America Ltd.,13.69,undefined,-3.514,N/A,undefined,18.66,8.813, 11.37 Bil ,12175671296,$74 ,"$11,786 ",1.813245033,7.55,0.0174
LINC,Lincoln Educational Services Co,6.43,53.57344948,1.487,15,8.331796186,9.69,13.936, 214.88 Mil ,227152832,$17.90 ,$154.10 ,2.845132743,2.26,0.0105
LILAK,Liberty Latin America Ltd.,13.84,-1214.84,-3.514,217,-87.77745665,18.65,8.839, 11.41 Bil ,12210482176,$74 ,"$11,786 ",1.853985265,7.465,0.0358
LIND,Lindblad Expeditions Holdings I,17.28,-103.6935889,-2.019,25,-6.000786392,-20.41,-22.814, 1.25 Bil ,1268148864,($247.74),$638.67 ,3.806167401,4.54,0.0999
LIQT,"LiqTech International, Inc.",8.35,-23.62508711,-0.46,25,-2.829351749,-25.77,-29.865, 186.73 Mil ,166135536,($6.41),$17.39 ,2.385714286,3.5,0.053600002
LITE,Lumentum Holdings Inc.,94.71,86.27004878,2.436,14.6,0.910886377,13.64,13.354, 6.71 Bil ,6684847104,$419 ,"$1,546 ",1.427860697,66.33,0.124
LIVE,Live Ventures Incorporated,30.54,undefined,4.543,N/A,undefined,4.3,4.768, 147.51 Mil ,146450912,$27.00 ,$142.00 ,6.207317073,4.92,0.0063
LIVKU,LIV Capital Acquisition Corp.,10.53,undefined,None,,undefined,Not Found!,None, - ,26915284,($0.42),$0.10 ,1.074489796,9.8,None
LIVK,LIV Capital Acquisition Corp.,9.97,undefined,None,,undefined,-235.64,None, 100.86 Mil ,25823880,($0.42),$0.10 ,1.047268908,9.52,0.0003
LIVN,LivaNova PLC,82.88,-424.5754704,-7.101,30.5,-5.122773533,-21.51,97.266, 4.77 Bil ,4491551744,($114.40),"$1,292.50 ",2.018018018,41.07,0.052699998
LIVX,"LiveXLive Media, Inc. Common St",4.14,undefined,-0.54,N/A,undefined,-15.16,-15.637, 330.57 Mil ,308065536,($11.68),$75.82 ,2.620253165,1.58,0.105900005
LIXT,"Lixte Biotechnology Holdings, I",2.57,undefined,-0.29,N/A,undefined,-10.94,None, 35.66 Mil ,33359442,($2.13),$0.22 ,3.893939394,0.66,0.0029
LIZI,LIZHI INC.,6.4,undefined,None,N/A,undefined,-24.51,0.602, 265.43 Mil ,-41757232,$0.00 ,$45.10 ,3.282051282,1.95,None
LJAQU,LightJump Acquisition Corporati,10.02,undefined,None,,undefined,Not Found!,None, - ,173675008,$,$0.12 ,1.015197568,9.87,None
LJPC,La Jolla Pharmaceutical Company,4.19,-47.97287805,-1.442,13.2,-11.44937424,-3.94,-9.697, 99.52 Mil ,223239328,($37.64),$160.33 ,1.24702381,3.36,0.1597
LKCO,Luokung Technology Corp,1.23,undefined,-0.193,N/A,undefined,-12.8,-9.619, 411.76 Mil ,271989600,($18.40),$63.27 ,3.416666667,0.36,0.0004
LKFN,Lakeland Financial Corporation,66.96,93.59581882,3.3,10,1.397787019,Not Found!,None, 1.51 Bil ,1556350208,$81.50 ,"$5,173.30 ",1.974056604,33.92,0.026500002
LKQ,LKQ Corporation,45.61,134.5756098,2.09,33.5,2.950572457,13.72,13.281, 17.84 Bil ,17909725184,"$1,271 ","$6,689 ",2.347400926,19.43,0.015700001
LLIT,Lianluo Smart Limited,11.74,undefined,-0.957,N/A,undefined,-22,-19.31, 55.52 Mil ,48725136,($2.34),$3.24 ,4.192857143,2.8,0.039100002
LLNW,"Limelight Networks, Inc.",3.72,-5.76445993,-0.16,15,-1.549586003,53.88,51.588, 456.61 Mil ,452734240,($3.80),$139.00 ,1.347826087,2.76,0.077800006
LMACU,Liberty Media Acquisition Corpo,10.76,undefined,None,,undefined,Not Found!,None, - ,137375008,$,$0.77 ,1.034615385,10.4,None
LMAO,LMF Acquisition Opportunities I,9.91,undefined,None,,undefined,Not Found!,None, 129.31 Mil ,129236312,$,$0.07 ,1.024819028,9.67,None
LMAT,"LeMaitre Vascular, Inc.",53.01,10.68264808,1.04,-1.8,0.201521375,29.94,30.699, 1.11 Bil ,1127043968,$31.80 ,$80.20 ,2.265384615,23.4,0.108
LMAOU,LMF Acquisition Opportunities I,10.32,undefined,None,,undefined,Not Found!,None, - ,134322304,$,$0.07 ,1.027888446,10.04,None
LMFA,"LM Funding America, Inc.",1.17,undefined,-0.498,,undefined,Not Found!,None, 20.34 Mil ,20476024,($3.52),$0.85 ,3.9,0.3,0.024300002
LMB,"Limbach Holdings, Inc.",11.22,22.62857143,0.72,12,2.016806723,5.91,5.439, 137.89 Mil ,126873408,$38.30 ,$208.40 ,4.434782609,2.53,0.0086
LMNL,Liminal BioSciences Inc.,4.68,undefined,None,N/A,undefined,-5.64,-1.549, 166.21 Mil ,140597360,($58.49),$80.23 ,1.333333333,3.51,0.028399998
LMNR,Limoneira Co,17.68,-30.26341463,-0.84,15,-1.711731597,-47.49,-74.905, 469.96 Mil ,472725504,($11.20),$189.30 ,1.620531622,10.91,0.0199
LMNX,Luminex Corporation,36.82,11.70905923,0.325,15,0.318008127,22.91,22.31, 1.65 Bil ,1626964864,$32.00 ,$307.80 ,1.786511402,20.61,0.093100004
LMPX,"LMP Automotive Holdings, Inc.",15.36,undefined,-0.302,N/A,undefined,-46.11,-152.186, 146.45 Mil ,153579456,($10.81),$5.27 ,4.042105263,3.8,0.2879
LMRK,Landmark Infrastructure Partner,12.28,13.39087108,0.647,5,1.090461814,16.49,15.326, 806.22 Mil ,802584832,$42.18 ,$571.29 ,1.427906977,8.6,0.0019
LMST,"Limestone Bancorp, Inc.",15.75,20.12808362,1.382,1,1.277973563,Not Found!,None, 123.02 Mil ,100122800,$20.17 ,"$1,196.28 ",1.603869654,9.82,0.0094
LNDC,Landec Corporation,11.4,-43.64968641,-1.539,10,-3.828919861,-22.53,36.213, 543.93 Mil ,556161472,($18.10),$305.20 ,1.524064171,7.48,0.027999999
LNSR,"LENSAR, Inc.",7.14,undefined,None,N/A,undefined,-2.42,-2.444, 40.34 Mil ,41486152,($6.85),$11.91 ,2.259493671,3.16,0.0477
LNTH,"Lantheus Holdings, Inc.",22.68,-1.103832753,-0.25,-5.62,-0.048669874,75.49,39.724, 1.71 Bil ,1678203904,$3.90 ,$355.60 ,2.155893536,10.52,0.0602
LOAN,"Manhattan Bridge Capital, Inc",6.19,undefined,0.449,N/A,undefined,Not Found!,None, 85.59 Mil ,85284056,$4.16 ,$26.99 ,1.719444444,3.6,0.002
LNT,Alliant Energy Corporation,55.52,53.01463415,2.47,5.5,0.954874534,14.49,15.928, 21.10 Bil ,21200396288,$501 ,"$11,822 ",1.251577998,44.36,0.018099999
LOB,"Live Oak Bancshares, Inc.",66.2,undefined,2.504,N/A,undefined,Not Found!,None, 4.07 Bil ,3666868480,($294.00),"$7,304.50 ",6.073394495,10.9,0.0775
LOCO,"El Pollo Loco Holdings, Inc.",16.91,24.4989547,0.68,15,1.448785021,15.02,15.587, 867.15 Mil ,878525056,$33.90 ,$327.60 ,1.998817967,8.46,0.078099996
LOGC,"LogicBio Therapeutics, Inc.",5.99,undefined,-1.286,N/A,undefined,-4.52,-4.441, 139.43 Mil ,137825536,($28.93),$19.21 ,1.358276644,4.41,0.0397
LOGI,Logitech International S.A. - R,114.55,323.6715429,5.478,30.04,2.825591819,17.91,18.168, 17.86 Bil ,17996351488,$972 ,"$1,711 ",2.633333333,43.5,0.0726
LOOP,"Loop Industries, Inc.",8.63,undefined,-0.668,N/A,undefined,-12.54,-15.868, 319.72 Mil ,324806720,($19.35),$6.48 ,1.514035088,5.7,0.09060001
LOPE,"Grand Canyon Education, Inc.",110.32,823.0069686,5.45,90,7.460179194,13.78,16.542, 5.06 Bil ,5080006144,$278.90 ,$270.30 ,1.526920415,72.25,0.026199998
LORL,"Loral Space and Communications,",39.84,139.5305923,2.984,22,3.502273904,-111.22,-1170.461, 1.19 Bil ,1508724736,($10.91),$44.94 ,2.682828283,14.85,0.0621
LOVE,The Lovesac Company,78.16,56.66341463,0.96,30,0.724966922,50.03,45.035, 1.08 Bil ,978982016,$31.50 ,$63.10 ,19.01703163,4.11,0.2101
LPCN,Lipocine Inc.,1.45,undefined,-0.38,N/A,undefined,-5.69,-6.336, 117.03 Mil ,113999544,($15.30),$10.01 ,3.372093023,0.43,0.0404
LPLA,LPL Financial Holdings Inc.,151.32,222.5329895,5.86,16.27,1.470611879,Not Found!,15.006, 13.90 Bil ,13639565312,$634 ,"$5,209 ",3.0264,50,0.019299999
LPRO,Open Lending Corporation,38.24,undefined,None,51.8,undefined,-70.27,70.694, 4.89 Bil ,4766130688,$0.00 ,$267.40 ,4.081109925,9.37,None
LPSN,"LivePerson, Inc.",55.1,-96.38682927,-1.633,30,-1.749307246,-57.3,-130.241, 3.69 Bil ,3679702784,($8.00),$762.50 ,2.79270147,19.73,0.2351
LPTH,"LightPath Technologies, Inc.",2.72,undefined,0.047,N/A,undefined,12.63,12.003, 75.99 Mil ,74562392,$0.89 ,$13.54 ,2.693069307,1.01,0.0187
LPTX,"Leap Therapeutics, Inc.",1.71,-5.841636237,-0.634,-2.49,-3.416161542,-1.92,-1.786, 51.69 Mil ,50495740,($25.96),$7.72 ,1.195804196,1.43,0.0357
LQDA,Liquidia Corporation,2.83,undefined,-1.764,N/A,undefined,-1.76,-1.582, 98.36 Mil ,74900624,($54.90),$28.45 ,1.209401709,2.34,0.0557
LQDT,"Liquidity Services, Inc.",18.63,-2.174857143,0.173,-16.7,-0.116739514,47.94,56.704, 590.41 Mil ,576172672,$36.90 ,$90.20 ,4.555012225,4.09,0.056700002
LRCX,Lam Research Corporation,644.88,1449.34841,23.652,31.47,2.247469932,21.32,21.791, 91.63 Bil ,91991982080,"$2,670 ","$9,910 ",2.807610257,229.69,0.0146
LRMR,"Larimar Therapeutics, Inc.",13.56,undefined,None,N/A,undefined,-3.28,-3.151, 138.09 Mil ,134405920,($29.04),$14.99 ,19.04494382,0.712,0.0321
LSAQ,LifeSci Acquisition II Corp.,10.01,undefined,None,,undefined,-1163.73,None, 100.08 Mil ,101031216,$,$0.02 ,1.024040921,9.775,0.0016
LSBK,"Lake Shore Bancorp, Inc.",14.828,undefined,0.765,N/A,undefined,Not Found!,None, 46.37 Mil ,70783584,$5.38 ,$597.78 ,1.418947368,10.45,0.0022
LSCC,Lattice Semiconductor Corporati,54.04,12.24947735,0.34,15,0.226674266,87.74,90.734, 7.30 Bil ,7389658112,$70.80 ,$295.60 ,2.949781659,18.32,0.0356
LSXMA,Liberty Media Corporation - Ser,46.19,11.28320976,-2.237,-11.79,0.244278193,78.46,13.853, 33.66 Bil ,32221562880,"$1,574 ","$19,326 ",1.708811619,27.030481,0.048299998
LSTR,"Landstar System, Inc.",171.51,268.6866132,5.951,20.95,1.566594445,19.14,17.883, 6.44 Bil ,6500857856,$180 ,$962 ,1.822248194,94.12,0.0315
LSXMB,Liberty Media Corporation - Ser,50,undefined,-2.237,N/A,undefined,78.58,13.854, 33.94 Bil ,32224944128,"$1,574 ","$19,326 ",1.664974997,30.030481,0.0025
LSXMK,Liberty Media Corporation - Ser,46.34,-12.00341463,-2.237,-5,-0.259029233,78.39,13.872, 33.63 Bil ,32265508864,"$1,574 ","$19,326 ",1.709386324,27.109144,0.0251
LTBR,Lightbridge Corporation,5.2,undefined,-3.594,N/A,undefined,-1.33,-1.438, 12.11 Mil ,12701974,($8.78),$4.58 ,3.040935673,1.71,0.0306
LTRN,Lantern Pharma Inc.,16.2,undefined,None,N/A,undefined,-27.25,-28.068, 160.90 Mil ,165737216,($5.65),$0.66 ,1.557692308,10.4,0.028099999
LTRPA,"Liberty TripAdvisor Holdings, I",5.21,undefined,-5.173,N/A,undefined,-3.61,-20.02, 2.91 Bil ,3463540736,($270.00),"$1,779.00 ",3.830882353,1.36,0.0328
LULU,lululemon athletica inc.,339.28,216.9721254,4.5,22.95,0.639507561,47.34,43.958, 46.35 Bil ,43879292928,$420 ,"$1,465 ",1.745896156,194.33,0.0196
LUMO,"Lumos Pharma, Inc.",12.59,undefined,None,15.2,undefined,-0.25,-0.251, 6.71 Mil ,6459694,($23.00),$12.46 ,1.652230971,7.62,0.0069
LTRX,"Lantronix, Inc.",4.87,-13.54494774,-0.31,20,-2.781303436,421.7,1626.961, 137.05 Mil ,135037776,$1.79 ,$22.31 ,2.297169811,2.12,0.0054
LUNA,Luna Innovations Incorporated,11.63,undefined,0.106,N/A,undefined,48.2,34.54, 390.02 Mil ,373068288,$1.80 ,$56.56 ,2.359026369,4.93,0.0255
LUNG,Pulmonx Corporation,46.95,-201.3689895,-3.165,33,-4.289009362,-96.51,-46.196, 1.49 Bil ,1471302912,($17.55),$37.57 ,1.247343252,37.64,0.033299997
LUXA,Lux Health Tech Acquisition Cor,10.11,undefined,None,,undefined,Not Found!,None, 436.86 Mil ,441208992,$,$0.07 ,1.005970149,10.05,0.0043
LUXAU,Lux Health Tech Acquisition Cor,10.48,undefined,None,,undefined,Not Found!,None, - ,458290816,$,$0.07 ,1.048,10,None
LVRAU,Levere Holdings Corp.,10.01,undefined,None,,undefined,Not Found!,None, - ,None,$,$0.32 ,1.009072581,9.92,None
LWACU,Locust Walk Acquisition Corp.,10.05,undefined,None,,undefined,Not Found!,None, - ,225537504,$,$0.04 ,1.023421589,9.82,None
LWAY,"Lifeway Foods, Inc.",4.98,5.871010453,0.207,10,1.178917762,8.91,8.969, 72.90 Mil ,73208400,$4.50 ,$13.20 ,2.946745562,1.69,0.022
LX,LexinFintech Holdings Ltd.,9.39,8.008398606,0.481,2.36,0.852864601,17.87,6.436, 2.98 Bil ,9481035776,$0 ,"$2,529 ",1.554635762,6.04,None
LXRX,"Lexicon Pharmaceuticals, Inc.",5.26,-51.35275261,-0.53,54.7,-9.762880725,-14.73,-3.346, 605.40 Mil ,574033984,($142.97),$47.42 ,5.106796117,1.03,0.0555
LYFT,"Lyft, Inc.",62.14,393.918662,-5.615,-54.26,6.339212456,-11.84,-12, 19.27 Bil ,19211165696,"($1,473)","$3,003 ",2.91190253,21.34,0.117
LYL,Dragon Victory International Li,1.49,undefined,-0.223,,undefined,-4.74,-2.163, 11.98 Mil ,7266944,($0.82),$2.36 ,1.746776084,0.853,0.0633
LYRA,"Lyra Therapeutics, Inc.",10.79,undefined,None,-6.2,undefined,-3.03,-2.891, 67.07 Mil ,63924980,($22.92),$6.34 ,1.23173516,8.76,0.0477
LYTS,LSI Industries Inc.,8.8,13.40466899,0.261,25,1.52325784,15.09,13.616, 229.34 Mil ,236189296,$19.70 ,$52.00 ,2.573099415,3.42,0.0127
MAAC,Montes Archimedes Acquisition C,9.81,undefined,None,,undefined,Not Found!,None, 506.22 Mil ,506905504,$,$0.06 ,1.020811655,9.61,0.0017
MAACU,Montes Archimedes Acquisition C,10.3,undefined,None,,undefined,Not Found!,None, - ,531035200,$,$0.06 ,1.046747967,9.84,None
MACK,"Merrimack Pharmaceuticals, Inc.",7.57,-4.885379791,-0.226,5.6,-0.645360606,-28.4,-32, 85.60 Mil ,89086768,USD-4.63,USD0.77,2.548821549,2.97,0.0335
MACQU,MCAP Acquisition Corporation,9.96,undefined,None,,undefined,Not Found!,None, - ,343062496,$,$0.17 ,1.019447288,9.77,None
MACU,Mallard Acquisition Corp.,9.94,undefined,None,,undefined,Not Found!,None, 136.33 Mil ,135754560,$,$0.09 ,1.028985507,9.66,None
MACUU,Mallard Acquisition Corp.,10.32,undefined,None,,undefined,Not Found!,None, - ,139361184,$,$0.09 ,1.042424242,9.9,None
MAGS,Magal Security Systems Ltd.,4.66,undefined,0.02,N/A,undefined,24.16,10.082, 82.81 Mil ,75168216,$0.00 ,$40.96 ,1.894308943,2.46,0.0007
MANH,"Manhattan Associates, Inc.",128.31,48.99790941,1.36,15,0.381871323,71.06,63.057, 8.74 Bil ,7756482560,$138.20 ,$246.50 ,2.543814433,50.44,0.0191
MAR,Marriott International,149.74,-780.8114286,-0.82,612.6,-5.2144479,129.21,66.644, 59.05 Bil ,59046776832,"$1,504 ","$24,271 ",2.093680089,71.52,0.0242
MANT,ManTech International Corporati,83.06,59.26970174,2.967,4.53,0.713576953,15.1,15.454, 3.45 Bil ,3515086080,$171 ,$634 ,1.341624939,61.91,0.0232
MARA,"Marathon Digital Holdings, Inc.",34.12,-11.47986063,-0.128,50,-0.33645547,-448.81,-517.203, 3.26 Bil ,3050251008,($7.77),$1.51 ,89.78947368,0.38,0.1116
MARK,"Remark Holdings, Inc.",2.07,undefined,-0.16,N/A,undefined,-17.45,-15.908, 209.98 Mil ,209425072,($18.05),$20.40 ,5.914285714,0.35,0.0541
MARPS,3273,4.23,undefined,0.184,N/A,undefined,20.15,None, 7.33 Mil ,7571655,$0.00 ,$0.00 ,4.188118812,1.01,0.0004
MASI,Masimo Corporation,229.32,123.2558049,3.941,11.9,0.537483887,41.31,42.605, 12.12 Bil ,12096197632,$176 ,$270 ,1.281117318,179,0.0183
MAT,"Mattel, Inc.",21.8,18.01010453,0.635,10,0.826151584,14.27,13.04, 10.16 Bil ,10087300096,USD336,"USD4,628",2.891246684,7.54,0.041100003
MASS,908 Devices Inc.,55.11,undefined,None,N/A,undefined,-122.44,-259.821, 1.35 Bil ,1294950272,$,$39.79 ,1.417438272,38.88,0.0608
MATW,Matthews International Corporat,43.32,5.756027875,-2.503,-10,0.132872296,35.75,13.045, 2.22 Bil ,2228759552,$178 ,"$1,466 ",2.546737213,17.01,0.0183
MAXN,"Maxeon Solar Technologies, Ltd.",20.02,undefined,None,N/A,undefined,-17.89,-8.201, 831.61 Mil ,679465216,USD-216.9,USD541.1,1.699490662,11.78,0.2787
MAYS,"J. W. Mays, Inc.",27,undefined,-0.718,N/A,undefined,1487.62,-830.522, 86.28 Mil ,90206352,($5.12),$45.98 ,1.521126761,17.75,0.0056
MBCN,Middlefield Banc Corp.,22.32,undefined,1.79,N/A,undefined,Not Found!,None, 60.61 Mil ,56265036,$14.01 ,"$1,248.17 ",1.472295515,15.16,0.0135
MBII,"Marrone Bio Innovations, Inc.",1.8,undefined,-0.135,N/A,undefined,-23.88,-24.094, 342.33 Mil ,328566432,($16.52),$49.79 ,2.950819672,0.61,0.0162
MBINN,Merchants Bancorp - Depositary ,26.31,undefined,None,,undefined,,None,,1792839040,Not Found!,Not Found!,1.040743671,25.28,None
MBIN,Merchants Bancorp,39.89,undefined,5.77,N/A,undefined,Not Found!,None, 2.41 Bil ,2183700480,($878.50),"$8,834.80 ",3.140944882,12.7,0.0114
MBINO,Merchants Bancorp - Depositary ,26.45,undefined,2.37,,undefined,,None,,1796868608,Not Found!,Not Found!,1.370182346,19.304,None
MBNKP,Medallion Bank - Fixed-to-Float,25.8,undefined,None,,undefined,,None,,None,Not Found!,Not Found!,2.421398405,10.655,None
MBINP,Merchants Bancorp - 7.00% Fixed,27.31,undefined,5.77,,undefined,,None,,1821621248,Not Found!,Not Found!,1.278558052,21.36,None
MBIO,"Mustang Bio, Inc.",3.25,undefined,-1.141,N/A,undefined,-3.39,-3.27, 181.67 Mil ,180260224,($41.73),$11.47 ,1.348547718,2.41,0.062800005
MBOT,Microbot Medical Inc.,7.41,undefined,-1.288,N/A,undefined,-3.2,-3.37, 28.82 Mil ,30400054,($7.34),$1.97 ,1.408745247,5.26,0.0546
MBRX,"Moleculin Biotech, Inc.",3.5,undefined,-1.763,N/A,undefined,-4.6,-4.332, 89.85 Mil ,84659488,($18.15),$11.27 ,1.121794872,3.12,0.0184
MBUU,"Malibu Boats, Inc.",87.43,122.5308014,3.401,15,1.401473194,16.06,15.934, 1.90 Bil ,1949697536,$80.70 ,$360.90 ,4.254501217,20.55,0.048499998
MBWM,Mercantile Bank Corporation,32.01,74.1430662,2.931,8,2.316246992,Not Found!,None, 332.46 Mil ,453604000,$28.90 ,"$3,995.80 ",1.873025161,17.09,0.0127
MCADU,Mountain Crest Acquisition Corp,10.57,undefined,None,,undefined,Not Found!,None, - ,80109504,$,$0.03 ,1.075279756,9.83,None
MCBC,Macatawa Bank Corporation,9.65,23.27247387,0.92,8,2.411655323,Not Found!,None, 391.63 Mil ,-479650400,$23.23 ,"$2,491.96 ",1.569105691,6.15,0.0151
MCBS,"MetroCity Bankshares, Inc.",16.16,undefined,1.53,N/A,undefined,Not Found!,None, 397.35 Mil ,319885312,$142.02 ,"$1,652.66 ",1.944645006,8.31,0.0143
MCFE,McAfee Corp.,25.61,undefined,None,12.54,undefined,35.77,28.485, 14.70 Bil ,12903880704,$0 ,"$12,068 ",1.730405405,14.8,None
MCFT,"MasterCraft Boat Holdings, Inc.",29.68,-26.43372822,-0.932,10,-0.890624266,-77.04,12.987, 629.98 Mil ,644851072,$18.90 ,$155.00 ,5.486136784,5.41,0.027999999
MCHP,Microchip Technology Incorporat,157.49,39.15141463,1.258,11.8,0.248596194,27.96,24.967, 50.65 Bil ,51214573568,"$1,790 ","$11,279 ",2.172575528,72.49,0.0317
MCMJ,Merida Merger Corp. I,9.96,undefined,None,,undefined,-247.43,None, 163.55 Mil ,163400944,($0.61),$0.17 ,1.041841004,9.56,0.0005
MCHX,"Marchex, Inc.",3.05,-30.01121951,-0.833,15,-9.839744102,-6.6,-5.54, 91.80 Mil ,100855088,($5.30),$30.60 ,2.479674797,1.23,0.026099999
MCRI,"Monarch Casino & Resort, Inc.",68.4,43.1184669,1.25,14,0.630386943,44.38,39.75, 1.45 Bil ,1398788608,($57.20),$303.80 ,2.953367876,23.16,0.028099999
MCRB,"Seres Therapeutics, Inc.",21.19,214.9154704,-1.117,-134,10.14230629,-21.85,-21.178, 1.74 Bil ,1727085056,($94.20),$168.19 ,6.87987013,3.08,0.1471
MDB,"MongoDB, Inc.",318.01,undefined,-4.526,N/A,undefined,-108.16,-102.335, 19.29 Bil ,19561478144,($54.40),"$1,412.50 ",2.463207956,129.104,0.1189
MDCA,MDC Partners Inc.,4.2,-74.24808362,-3.34,6,-17.67811515,18.14,12.456, 1.59 Bil ,1588867584,$8 ,"$1,920 ",4.117647059,1.02,0.0057
MDGL,"Madrigal Pharmaceuticals, Inc.",133.7,undefined,-13.093,N/A,undefined,-9.05,-9.016, 1.86 Bil ,1859136768,($157.90),$47.03 ,2.130337795,62.76,0.2626
MDGS,Medigus Ltd.,1.97,undefined,-69.94,,undefined,-3.06,1.124, 38.92 Mil ,-6208567,($2.76),$4.46 ,1.876190476,1.05,None
MDIA,Mediaco Holding Inc.,3.38,undefined,None,,undefined,69.03,49.815, 164.42 Mil ,164640016,($10.05),$133.10 ,1.492273731,2.265,0.0069
MDLZ,"Mondelez International, Inc.",58.72,67.9344669,2.47,9.44,1.15692212,20.88,18.553, 102.75 Bil ,1.0041E+11,"$3,101 ","$40,156 ",1.204018864,48.77,0.0083
MDNA,Medicenna Therapeutics Corp.,3.8,undefined,None,,undefined,-14.72,-11.735, 171.71 Mil ,168348848,($14.44),$1.73 ,1.731207289,2.195,None
MDRR,"Medalist Diversified REIT, Inc.",1.37,undefined,-1.737,N/A,undefined,-49.24,41.042, 69.82 Mil ,72021552,($2.10),$67.56 ,1.330097087,1.03,0.0359
MDJH,MDJM LTD,4.92,undefined,0.022,,undefined,187.98,173.735, 49.44 Mil ,45666952,($0.61),$1.64 ,2.342857143,2.1,0.0003
MDRX,Allscripts Healthcare Solutions,16.12,114.59777,4.397,8.5,7.109042806,20.05,1036.757, 1.96 Bil ,2040336896,($212),"$1,251 ",3.053030303,5.28,0.1732
MDVL,"MedAvail Holdings, Inc.",13.33,undefined,None,N/A,undefined,-31.58,-18.952, 371.30 Mil ,363285344,$,$114.65 ,1.481111111,9,None
MDXG,"MiMedx Group, Inc",10.48,-27.74146341,-0.77,15,-2.647086204,-29.45,-33.864, 1.11 Bil ,1270435200,($34.80),$202.20 ,3.175757576,3.3,0.0721
