TICKER SYMBOL,LIST PRICE,INTRINSIC VALUE,EPS TTM,GROWTH ESTIMATES NEXT 5 YEARS,MARGIN OF SAFETY,ENTERPRISE VALUE/EBITDA,ENTERPRISE VALUE,FREE CASH_FLOW,TOTAL LIABILITIES
CWCO,13.45,7.57046052631579,0.317,8.00,0.5628595186851889, 36.34 , 172.34 Mil ,$12.77 Mil ,$11.09 Mil 
CWST,63.57,47.91947368421053,1.86,9.30,0.7538064131541691, 24.19 , 3.78 Bil ,$31.8 Mil ,$831.8 Mil 
CXDC,1.07,undefined,-1.209,N/A,undefined, -81.53 , 1.33 Bil ,$-362 Mil ,"$2,136 Mil "
CXDO,5.8,undefined,0.46,N/A,undefined, 44.27 , 98.88 Mil ,$-0.27 Mil ,$4.94 Mil 
CXSE,65.19,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
CYAD,6.98,undefined,-1.452,,undefined, -4.87 , 84.96 Mil ,$-34.04 Mil ,$42.69 Mil 
CYAN,3.3,undefined,0.201,N/A,undefined, 7.5 , 28.90 Mil ,$1.33 Mil ,$13.96 Mil 
CYBE,25.97,37.33486842105264,0.77,25.00,1.437615264576536, 21.16 , 182.36 Mil ,$4.22 Mil ,$14.19 Mil 
CYBR,129.34,1.03125,-0.15,-13.25,0.007973171486005876, 146.15 , 4.72 Bil ,$99.6 Mil ,$855.1 Mil 
CYCC,7.11,undefined,-3.419,N/A,undefined, -3.43 , 36.33 Mil ,$-8.03 Mil ,$3.54 Mil 
CYCN,2.79,undefined,-2.559,N/A,undefined, -1.28 , 103.38 Mil ,$-74.01 Mil ,$55.89 Mil 
CYRN,0.8166,-11.797500000000001,-0.286,20.00,-14.447097722263043, -9.98 , 84.58 Mil ,$-11.66 Mil ,$46.91 Mil 
CYRX,52.01,undefined,-1.945,N/A,undefined, -120.19 , 2.44 Bil ,$-24.54 Mil ,$169.71 Mil 
CYTH,8.21,undefined,None,N/A,undefined, -4.84 , 43.17 Mil ,$-8.59 Mil ,$3.74 Mil 
CYTK,23.26,-67.10796052631581,-1.973,15.00,-2.8851229804950904, -16.26 , 1.41 Bil ,$-2.11 Mil ,$420.42 Mil 
CZNC,23.78,undefined,1.296,N/A,undefined,Not Found!, 369.15 Mil ,$21.65 Mil ,"$1,939.34 Mil "
CZR,87.45,-704.2026315789475,-13.515,27.50,-8.05263157894737, 348.33 , 43.72 Bil ,$-769 Mil ,"$31,351 Mil "
CZWI,12.41,undefined,1.14,N/A,undefined,Not Found!, 194.89 Mil ,$21.21 Mil ,"$1,488.53 Mil "
DADA,27.14,undefined,None,-31.26,undefined, -24.33 , 5.88 Bil ,$-36.2 Mil ,$243.5 Mil 
DAIO,5.42,undefined,-0.48,N/A,undefined, -21.1 , 34.01 Mil ,$-0.23 Mil ,$5.95 Mil 
DAKT,6.27,5.730131578947369,0.214,10.00,0.9138965835641738, 7.59 , 212.01 Mil ,$41.5 Mil ,$175.9 Mil 
DALI,23.7547,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
DARE,1.69,undefined,-0.912,N/A,undefined, -2.93 , 66.60 Mil ,$-19.85 Mil ,$9.05 Mil 
DAX,32.55,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
DBDR,9.95,undefined,None,,undefined,Not Found!, 288.00 Mil ,$ Mil ,$0.02 Mil 
DBDRU,10.2,undefined,None,,undefined,Not Found!, - ,$ Mil ,$0.02 Mil 
DBTX,11.36,undefined,None,N/A,undefined, -9.64 , 381.40 Mil ,$ Mil ,$26.99 Mil 
DBVT,5.33,-61.953881578947374,-1.475,20.52,-11.623617557025774, -3.64 , 393.29 Mil ,$0.00 Mil ,$81.21 Mil 
DBX,26.66,-22.66680263157895,-0.619,16.80,-0.850217653097485, 40.49 , 11.36 Bil ,$491 Mil ,"$2,053 Mil "
DCBO,42.89,undefined,None,,undefined, -203.29 , 1.20 Bil ,$3.71 Mil ,$53.94 Mil 
DCOM,30.14,undefined,1.858,N/A,undefined,Not Found!, 710.67 Mil ,$42.3 Mil ,"$5,916.5 Mil "
DCPH,44.84,-203.96532894736845,-4.777,21.00,-4.548736149584488, -8.06 , 2.13 Bil ,$-245.00 Mil ,$98.76 Mil 
DCRB,10.49,undefined,None,,undefined, -53.88 , 306.70 Mil ,$0.00 Mil ,$221.79 Mil 
DCRBU,10.61,undefined,None,,undefined,Not Found!, - ,$0.00 Mil ,$221.79 Mil 
DCT,45.14,-17.195026315789477,-0.191,53.70,-0.3809265909567895,Not Found!, 4.03 Bil ,$-17.2 Mil ,$95.8 Mil 
DCTH,12.42,-99.0463157894737,-2.912,15.00,-7.974743622340878, -18.24 , 68.75 Mil ,$-24.34 Mil ,$13.29 Mil 
DDIV,29.2587,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
DDMXU,10.26,undefined,None,,undefined,Not Found!, - ,$ Mil ,$0.13 Mil 
DDOG,83.34,undefined,-0.12,N/A,undefined, 1288.79 , 25.85 Bil ,$83.2 Mil ,$932.9 Mil 
DEMZ,24.6115,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
DENN,18.11,-2.1276315789473688,-0.084,9.00,-0.11748379784358745, 61.89 , 1.55 Bil ,$-10.1 Mil ,$561.4 Mil 
DFFN,0.9176,undefined,-0.3,N/A,undefined, -4.74 , 75.56 Mil ,$-13.55 Mil ,$2.92 Mil 
DFH,24.07,undefined,None,39.30,undefined, 29.75 , 2.54 Bil ,$ Mil ,$428 Mil 
DFHT,12.12,undefined,None,,undefined,Not Found!, 217.15 Mil ,$ Mil ,$0.02 Mil 
DFHTU,13.1,undefined,None,,undefined,Not Found!, - ,$ Mil ,$0.02 Mil 
DFPH,9.96,undefined,None,,undefined, -598.93 , 288.08 Mil ,$ Mil ,$6.50 Mil 
DFPHU,10.36,undefined,None,,undefined,Not Found!, - ,$ Mil ,$6.50 Mil 
DGICA,14.86,48.00993421052631,1.793,10.00,3.230816568676064, 6.09 , 431.69 Mil ,$101.1 Mil ,"$1,642.7 Mil "
DGICB,13.59,undefined,1.793,,undefined, 6.32 , 456.77 Mil ,$101.1 Mil ,"$1,642.7 Mil "
DGII,18.99,9.63296052631579,0.261,17.00,0.5072649039660764, 20.72 , 661.27 Mil ,$63.4 Mil ,$151.1 Mil 
DGLY,1.63,-5.0325,-0.122,20.00,-3.0874233128834354, -12.62 , 64.29 Mil ,$-11.85 Mil ,$7.45 Mil 
DGNS,10.28,undefined,None,,undefined,Not Found!, 361.33 Mil ,$ Mil ,$0.03 Mil 
DGRE,29.76,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
DGRS,46.14,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
DGRW,57.19,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
DHC,4.78,undefined,None,3.20,undefined, 14.01 , 4.75 Bil ,$159 Mil ,"$3,857 Mil "
DHHCU,9.91,undefined,None,,undefined,Not Found!, - ,$ Mil ,$0.03 Mil 
DHIL,156.01,undefined,12.027,N/A,undefined, 8.78 , 408.77 Mil ,$57.3 Mil ,$79.0 Mil 
DIOD,79.84,63.94473684210527,1.88,15.00,0.8009110325914989, 16.36 , 3.93 Bil ,$111 Mil ,$963 Mil 
DISCA,43.46,31.320690789473684,1.419,6.75,0.7206785731586214, 5.1 , 34.09 Bil ,"$2,337 Mil ","$22,087 Mil "
DISCB,128,497.02342105263165,1.419,233.50,3.8829954769736847, 3.25 , 31.91 Bil ,"$2,337 Mil ","$22,087 Mil "
DISCK,36.89,43.95165789473685,1.419,12.90,1.19142471929349, 5.19 , 34.59 Bil ,"$2,337 Mil ","$22,087 Mil "
DISH,36.2,-63.42397368421054,3.02,-23.01,-1.7520434719395175, 9.48 , 31.40 Bil ,"$1,072 Mil ","$24,459 Mil "
DJCO,316.45,undefined,35.561,N/A,undefined, 2.88 , 193.60 Mil ,$2.59 Mil ,$102.33 Mil 
DKNG,61.33,undefined,None,30.30,undefined, -31.02 , 23.27 Bil ,$0.0 Mil ,$742.5 Mil 
DLHC,9.92,19.10526315789474,0.55,15.50,1.9259337860780987, 10.97 , 224.45 Mil ,$13.8 Mil ,$135.9 Mil 
DLPN,12.71,undefined,-0.758,N/A,undefined, 39.25 , 95.83 Mil ,$-1.42 Mil ,$30.80 Mil 
DLTH,16.94,20.267500000000002,0.418,25.00,1.1964285714285714, 13.54 , 714.05 Mil ,$38.5 Mil ,$324.5 Mil 
DLTR,114.46,149.48710526315793,5.65,9.78,1.3060204898056782, 13.72 , 35.28 Bil ,"$1,818 Mil ","$13,411 Mil "
DMAC,9.15,undefined,-0.784,N/A,undefined, -12.45 , 155.30 Mil ,$-9.19 Mil ,$2.08 Mil 
DMLP,13.66,undefined,0.61,N/A,undefined, 22.1 , 483.04 Mil ,$39.41 Mil ,$3.76 Mil 
DMRC,29.66,-140.66250000000002,-3.41,20.00,-4.742498314227917, -15.11 , 454.26 Mil ,$-21.98 Mil ,$13.19 Mil 
DMTK,50.79,undefined,-3.343,N/A,undefined, -40.79 , 1.42 Bil ,$-30.52 Mil ,$6.29 Mil 
DMXF,64.9067,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
DNLI,57.1,undefined,0.63,N/A,undefined, 74.65 , 5.32 Bil ,$413.1 Mil ,$453.7 Mil 
DOCU,202.45,-110.91907894736845,-1.31,50.00,-0.5478838179667496, -310.3 , 39.60 Bil ,$215 Mil ,"$2,011 Mil "
DOGZ,1.78,undefined,-0.33,N/A,undefined, -12.14 , 55.58 Mil ,$-11.66 Mil ,$12.04 Mil 
DOMO,56.29,undefined,-2.888,N/A,undefined, -25.5 , 1.74 Bil ,$-21.7 Mil ,$299.9 Mil 
DOOO,86.833,undefined,3.255,,undefined, 12.41 , 8.43 Bil ,$507 Mil ,"$4,213 Mil "
DORM,102.64,112.24342105263159,3.3,15.00,1.093564117815974, 19.41 , 3.21 Bil ,$137 Mil ,$367 Mil 
DOX,70.15,107.53657894736843,5.124,6.00,1.5329519450800915, 11.39 , 9.02 Bil ,$714 Mil ,"$2,998 Mil "
DOYU,10.41,undefined,None,36.31,undefined, 64.68 , 2.25 Bil ,$0 Mil ,$307 Mil 
DRIO,19.26,undefined,-5.551,N/A,undefined, -9.53 , 283.21 Mil ,$-17.85 Mil ,$7.26 Mil 
DRIV,26.54,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
DRNA,25.57,undefined,-1.52,N/A,undefined, -13.66 , 1.45 Bil ,$163.4 Mil ,$570.1 Mil 
DRRX,1.98,-0.10203947368421054,-0.003,15.00,-0.05153508771929825, -37.62 , 444.03 Mil ,$-38.91 Mil ,$35.53 Mil 
DRTT,3.09,undefined,None,,undefined, 89.42 , 259.83 Mil ,$-9.1 Mil ,$66.6 Mil 
DRVN,25.42,undefined,None,48.20,undefined, 42.46 , 7.00 Bil ,$ Mil ,"$3,548.8 Mil "
DSAC,9.78,undefined,None,,undefined,Not Found!, 217.00 Mil ,$ Mil ,$0.05 Mil 
DSACU,10.3,undefined,None,,undefined,Not Found!, - ,$ Mil ,$0.05 Mil 
DSGX,60.91,25.868815789473686,0.61,20.80,0.42470556213222277, 36.19 , 5.12 Bil ,$127.5 Mil ,$152.2 Mil 
DSKE,8.49,0.9697368421052632,0.02,25.00,0.11422106503006633, 8.36 , 1.25 Bil ,$108 Mil ,$982 Mil 
DSP,52.89,undefined,None,N/A,undefined, 91.15 , 2.90 Bil ,$ Mil ,$113.4 Mil 
DSPG,14.25,-6.925657894736841,-0.29,8.00,-0.4860110803324099, -109.71 , 304.98 Mil ,$13.6 Mil ,$60.2 Mil 
DSWL,3.53,undefined,-0.065,N/A,undefined, 3.01 , 10.70 Mil ,$12.61 Mil ,$19.41 Mil 
DTEA,3.76,186.90528421052633,-1.048,-131.72,49.70885218365062, -6.35 , 84.84 Mil ,$3.1 Mil ,$62.0 Mil 
DTIL,10.35,undefined,-2.095,N/A,undefined, -5.12 , 509.39 Mil ,$-92.42 Mil ,$105.73 Mil 
DTSS,3.25,undefined,-0.1,,undefined, -37.58 , 74.01 Mil ,$-3.65 Mil ,$2.25 Mil 
DUNEU,10.03,undefined,None,,undefined,Not Found!, - ,$ Mil ,$0.00 Mil 
DUO,6.29,undefined,None,N/A,undefined, -13.38 , 439.36 Mil ,$0.0 Mil ,$394.0 Mil 
DUOT,10.92,undefined,-2.032,N/A,undefined, -6.07 , 37.40 Mil ,$-4.52 Mil ,$4.52 Mil 
DVAX,9.83,undefined,-0.782,N/A,undefined, -24.65 , 1.15 Bil ,$-103.32 Mil ,$294.58 Mil 
DVLU,22.3561,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
DVOL,24.72,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
DVY,114.1,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
DWAS,85.0463,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
DWAT,12.745,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
DWAW,36.7308,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
DWCR,33.2374,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
DWEQ,26.8017,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
DWMC,34.15,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
DWPP,29.8104,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
DWSH,9.24,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
DWSN,2.45,-41.06068421052631,-0.564,41.80,-16.759462943071963, 5.72 , 23.30 Mil ,$16.79 Mil ,$12.40 Mil 
DWUS,34.4666,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
DXCM,359.39,235.09026315789473,5.06,23.60,0.6541369074206147, 90.98 , 34.28 Bil ,$277 Mil ,"$2,464 Mil "
DXGE,34.9678,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
DXJS,44.9348,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
DXPE,30.17,-66.99000000000001,-1.624,20.00,-2.220417633410673, -198.57 , 846.05 Mil ,$101 Mil ,$504 Mil 
DXYN,2.97,10.612394736842104,-0.601,-20.70,3.5731968810916173, 21.19 , 151.43 Mil ,$11.8 Mil ,$169.1 Mil 
DYAI,5.49,undefined,-0.339,N/A,undefined, -12.99 , 125.42 Mil ,$-6.69 Mil ,$1.75 Mil 
DYN,15.53,undefined,None,N/A,undefined, -10.06 , 474.92 Mil ,$-37.54 Mil ,$10.97 Mil 
DYNT,1.15,undefined,-0.405,N/A,undefined, -12.74 , 31.32 Mil ,$2.63 Mil ,$18.61 Mil 
DZSI,15.55,-44.13750000000001,-1.07,20.00,-2.838424437299036, -36.11 , 447.95 Mil ,$2.8 Mil ,$158.7 Mil 
EA,135.37,134.77301315789475,4.045,14.52,0.99558996201444, 23.17 , 34.05 Bil ,"$1,928 Mil ","$4,457 Mil "
EACPU,9.95,undefined,None,,undefined,Not Found!, - ,$ Mil ,$0.03 Mil 
EAR,49.95,undefined,None,54.80,undefined, -55.86 , 1.79 Bil ,$0.00 Mil ,$38.72 Mil 
EARS,3.48,undefined,-1.448,N/A,undefined, -5.66 , 39.06 Mil ,$-11.61 Mil ,$3.66 Mil 
EAST,1.86,undefined,-1.513,N/A,undefined,Not Found!, 138.62 Bil ,$-3.11 Mil ,$3.71 Mil 
EBAY,61.24,311.7236157894737,7.892,18.79,5.0901962081886625, 10.57 , 47.26 Bil ,"$1,925 Mil ","$15,749 Mil "
EBC,19.29,undefined,None,N/A,undefined,Not Found!, 3.57 Bil ,$64.7 Mil ,"$12,536.1 Mil "
EBIX,32.03,82.47105263157896,3.08,10.00,2.574806513630314, 10.72 , 1.65 Bil ,$63.4 Mil ,$920.0 Mil 
EBMT,24.32,83.27434210526316,3.11,10.00,3.424109461565097,Not Found!, 148.50 Mil ,$-18.52 Mil ,"$1,104.70 Mil "
EBON,7.95,undefined,None,,undefined, -46.02 , 1.24 Bil ,$-19.09 Mil ,$57.66 Mil 
EBSB,18.42,38.275657894736845,1.29,12.00,2.0779401680096004,Not Found!, 673.08 Mil ,$59.4 Mil ,"$5,851.0 Mil "
EBTC,32.52,undefined,2.64,N/A,undefined,Not Found!, 234.50 Mil ,$33.7 Mil ,"$3,679.9 Mil "
ECHO,31.41,21.545526315789473,0.6,16.31,0.6859448047051727, 14.23 , 967.24 Mil ,$42 Mil ,$565 Mil 
ECOL,41.64,-244.4388157894737,-12.51,5.00,-5.87028856362809, -8.19 , 2.11 Bil ,$49.7 Mil ,"$1,229.4 Mil "
ECOR,2.06,undefined,-0.603,N/A,undefined, -3.31 , 78.92 Mil ,$-20.10 Mil ,$7.87 Mil 
ECOW,25.5099,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
ECPG,40.23,207.87105263157898,6.68,13.00,5.167065688082998, 8.36 , 4.36 Bil ,$278 Mil ,"$3,644 Mil "
EDAP,8.4,-2.3635526315789472,-0.142,3.00,-0.281375313283208, -170.55 , 231.44 Mil ,$0.00 Mil ,$31.20 Mil 
EDIT,42,undefined,-1.979,N/A,undefined, -21.56 , 2.51 Bil ,$-187.01 Mil ,$179.02 Mil 
EDOC,19.12,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
EDRY,8.75,undefined,-3.275,N/A,undefined, 28.72 , 86.47 Mil ,$1.71 Mil ,$56.97 Mil 
EDSA,5.4,undefined,-0.726,N/A,undefined, -8.62 , 67.52 Mil ,$-7.21 Mil ,$2.41 Mil 
EDTK,3.47,undefined,None,,undefined, 0.8 , 17.51 Mil ,$1.08 Mil ,$15.78 Mil 
EDTXU,10,undefined,None,,undefined,Not Found!, - ,$ Mil ,$4.42 Mil 
EDUC,17.05,undefined,1.315,N/A,undefined, 7.23 , 124.35 Mil ,$32.6 Mil ,$73.4 Mil 
EDUT,16.5919,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
EEFT,138.3,-2.210855263157895,-0.065,15.00,-0.015985938273014425, 42.23 , 7.25 Bil ,$156 Mil ,"$3,481 Mil "
EEMA,90.73,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
EFAS,15.6747,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
EFOI,4.6,-115.15480263157895,-1.829,35.00,-25.033652745995425, -3.26 , 17.39 Mil ,$-2.67 Mil ,$8.14 Mil 
EFSC,49.44,69.90789473684211,2.76,9.00,1.4139946346448646,Not Found!, 1.29 Bil ,$133.3 Mil ,"$8,672.6 Mil "
EGAN,9.49,6.4263157894736835,0.24,10.00,0.6771671011036547, 23.36 , 249.16 Mil ,$11.26 Mil ,$53.15 Mil 
EGBN,53.21,95.87628947368422,4.089,7.70,1.8018471992799139,Not Found!, 555.36 Mil ,$130.2 Mil ,"$9,876.9 Mil "
EGLE,36.12,-384.79182499999996,-3.401,69.67,-10.653151301218161, 15.03 , 833.14 Mil ,$-20.1 Mil ,$496.7 Mil 
EGOV,33.93,27.04407894736842,1.01,10.00,0.797055082445282, 20.41 , 2.08 Bil ,$51.0 Mil ,$171.2 Mil 
EGRX,41.74,14.103157894736842,0.87,2.70,0.33788111870476384, 16.22 , 487.35 Mil ,$48.8 Mil ,$67.2 Mil 
EH,37.04,undefined,None,N/A,undefined, -417.44 , 1.94 Bil ,$-15.11 Mil ,$29.56 Mil 
EHTH,72.73,81.65242105263157,1.68,25.08,1.1226786890228457, 28.32 , 1.88 Bil ,$-131.6 Mil ,$202.5 Mil 
EIGR,8.85,undefined,-2.311,N/A,undefined, -3.47 , 210.48 Mil ,$-63.44 Mil ,$48.56 Mil 
EJFAU,9.95,undefined,None,,undefined,Not Found!, - ,$ Mil ,$0.26 Mil 
EKSO,6.17,undefined,-2.21,N/A,undefined, -4.72 , 71.00 Mil ,$-8.76 Mil ,$16.16 Mil 
ELDN,10.7,undefined,None,-65.60,undefined, -4.5 , 53.83 Mil ,$-7.80 Mil ,$171.08 Mil 
ELOX,3.32,undefined,-0.862,N/A,undefined, -3.76 , 122.49 Mil ,$-28.17 Mil ,$16.25 Mil 
ELSE,4.8,undefined,-0.04,N/A,undefined, 44.92 , 7.19 Mil ,$0.33 Mil ,$0.55 Mil 
ELTK,6.18,undefined,0.58,N/A,undefined, 9.91 , 42.48 Mil ,$2.11 Mil ,$19.89 Mil 
ELYS,5.3,undefined,None,N/A,undefined, -34.9 , 106.69 Mil ,$-0.21 Mil ,$14.35 Mil 
EMB,108.532,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
EMCB,75.18,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
EMCF,27.52,undefined,2.41,N/A,undefined,Not Found!, 71.99 Mil ,$8.38 Mil ,$940.84 Mil 
EMIF,24.68,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
EMKR,5.46,-3.6394078947368422,-0.107,15.00,-0.6665582224792751, -216.51 , 198.98 Mil ,$-0.3 Mil ,$50.6 Mil 
EML,26.8,undefined,0.86,N/A,undefined, 14.59 , 251.50 Mil ,$17.6 Mil ,$171.2 Mil 
EMXC,59.46,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
EMXF,43.7444,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
ENDP,7.41,2.3380789473684214,0.788,-6.45,0.31553022231692596, 8.6 , 8.84 Bil ,$-324 Mil ,"$9,913 Mil "
ENFAU,9.95,undefined,None,,undefined,Not Found!, - ,$ Mil ,$0.13 Mil 
ENG,4.52,undefined,-0.023,N/A,undefined, 1480.95 , 118.48 Mil ,$-0.95 Mil ,$16.82 Mil 
ENLV,11.09,undefined,-0.743,N/A,undefined, -23.48 , 178.30 Mil ,$-7.47 Mil ,$4.87 Mil 
ENOB,3.54,undefined,-0.235,,undefined, -15.69 , 167.01 Mil ,$-11.39 Mil ,$10.95 Mil 
ENPH,162.16,63.190657894736844,0.945,37.70,0.38968091942980293, 137.01 , 21.72 Bil ,$195.8 Mil ,$716.1 Mil 
ENSG,93.84,104.08026315789473,3.06,15.00,1.10912471395881, 21.29 , 5.99 Bil ,$323 Mil ,"$1,727 Mil "
ENTA,49.32,undefined,-2.893,N/A,undefined, -10.25 , 647.25 Mil ,$-21.3 Mil ,$29.0 Mil 
ENTG,111.8,84.53557894736844,2.16,18.54,0.7561321909424726, 31.12 , 16.79 Bil ,$315 Mil ,"$1,538 Mil "
ENTX,3.81,undefined,-0.546,N/A,undefined, -7.71 , 84.27 Mil ,$-10.48 Mil ,$3.60 Mil 
ENVB,3.07,undefined,None,N/A,undefined, -47.94 , 62.24 Mil ,$-4.94 Mil ,$14.82 Mil 
ENZL,62.26,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
EOLS,12.99,-174.8421052631579,-4.832,16.50,-13.45974636359953, -4.02 , 581.36 Mil ,$-61.01 Mil ,$282.03 Mil 
EOSE,19.72,undefined,None,N/A,undefined, -18.88 , 819.19 Mil ,$ Mil ,$15.17 Mil 
EPAY,45.25,-24.42868421052632,-0.348,40.00,-0.5398604245420181, 41.82 , 2.09 Bil ,$44.0 Mil ,$345.6 Mil 
EPIX,29.05,undefined,-0.991,,undefined, -44.56 , 1.11 Bil ,$-17.57 Mil ,$2.07 Mil 
EPSN,3.895,undefined,0.03,N/A,undefined, 6.76 , 75.24 Mil ,$8.29 Mil ,$17.66 Mil 
EPZM,8.71,-154.4595394736842,-2.295,38.00,-17.733586621548127, -3.52 , 776.67 Mil ,$-257.22 Mil ,$288.68 Mil 
EQ,7.15,undefined,-1.465,N/A,undefined, -4.82 , 138.03 Mil ,$-24.83 Mil ,$15.57 Mil 
EQBK,27.4,-133.0782894736842,-4.97,10.00,-4.856871878601614,Not Found!, 215.00 Mil ,$34.0 Mil ,"$3,605.7 Mil "
EQIX,679.59,226.5725,4.18,28.95,0.33339587103989166, 31.04 , 72.85 Bil ,$27 Mil ,"$16,373 Mil "
EQOS,10.97,undefined,None,N/A,undefined, -2.84 , 398.46 Mil ,$-27.62 Mil ,$53.99 Mil 
EQRR,45.7705,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
ERES,9.78,undefined,None,,undefined,Not Found!, 422.72 Mil ,$ Mil ,$0.16 Mil 
ERESU,10.09,undefined,None,,undefined,Not Found!, - ,$ Mil ,$0.16 Mil 
ERIC,13.19,-23.063150000000004,-0.722,13.57,-1.7485329795299474, 10.1 , 41.86 Bil ,"$2,697 Mil ","$22,283 Mil "
ERIE,220.91,150.1883552631579,5.609,10.00,0.6798621848859621, 31.47 , 11.62 Bil ,$287 Mil ,$929 Mil 
ERII,18.34,19.3875,0.47,20.00,1.0571155943293347, 26.58 , 995.30 Mil ,$10.1 Mil ,$32.7 Mil 
ERYP,7.15,undefined,-4.696,N/A,undefined, -2.08 , 131.44 Mil ,$0.00 Mil ,$65.53 Mil 
ESBK,13.5,undefined,1.186,N/A,undefined,Not Found!, 73.68 Mil ,$0.72 Mil ,$548.22 Mil 
ESCA,20.91,61.90394736842106,1.82,15.00,2.960494852626545, 8.54 , 317.50 Mil ,$-2.8 Mil ,$81.5 Mil 
ESEA,9.83,11.371973684210525,0.582,5.00,1.156864057396798, 9.58 , 141.45 Mil ,$1.76 Mil ,$75.23 Mil 
ESGD,75.9,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
ESGE,43.31,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
ESGR,246.73,2109.9736842105267,78.8,10.00,8.551751648403222, 4.01 , 6.45 Bil ,"$2,786 Mil ","$14,959 Mil "
ESGRO,27.53,undefined,78.8,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
ESGRP,28.76,undefined,78.8,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
ESGU,90.87,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
ESLT,143,150.98049999999998,5.377,10.90,1.0558076923076922, 16.67 , 7.24 Bil ,$147 Mil ,"$5,827 Mil "
ESPO,68.35,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
ESPR,28.05,-192.08749999999998,-5.225,16.90,-6.848039215686273, -5.68 , 682.68 Mil ,$-98.5 Mil ,$449.4 Mil 
ESQ,22.81,undefined,1.65,N/A,undefined,Not Found!, 117.16 Mil ,$12.45 Mil ,$810.64 Mil 
ESSA,16,undefined,1.469,N/A,undefined,Not Found!," -24,588,000.00 ",$17.86 Mil ,"$1,674.67 Mil "
ESSC,9.99,undefined,None,,undefined, -230.17 , 177.01 Mil ,$-0.82 Mil ,$0.46 Mil 
ESSCU,10.4,undefined,None,,undefined,Not Found!, - ,$-0.82 Mil ,$0.46 Mil 
ESTA,62.53,undefined,-1.635,N/A,undefined, -61.15 , 1.52 Bil ,$-16.42 Mil ,$81.43 Mil 
ESXB,8.82,undefined,0.69,N/A,undefined,Not Found!, 197.26 Mil ,$21.32 Mil ,"$1,475.16 Mil "
ETAC,9.75,undefined,None,,undefined,Not Found!, 599.30 Mil ,$ Mil ,$0.01 Mil 
ETACU,10.07,undefined,None,,undefined,Not Found!, - ,$ Mil ,$0.01 Mil 
ETNB,23.68,-2565.001710526316,-72.334,16.00,-108.31932899182078, -5.41 , 265.91 Mil ,$-46.37 Mil ,$8.11 Mil 
ETON,7.32,undefined,-1.331,N/A,undefined, -6.2 , 164.27 Mil ,$-22.40 Mil ,$10.66 Mil 
ETSY,201.67,175.65856578947367,2.691,36.60,0.871019813504605, 55.14 , 25.69 Bil ,$671 Mil ,"$1,662 Mil "
