TICKER SYMBOL,NAME,LIST PRICE,INTRINSIC VALUE,EPS TTM,GROWTH ESTIMATES NEXT 5 YEARS,MARGIN OF SAFETY,PRICE TO BOOK,PRICE TO CASH FLOW,ALTMAN Z-SCORE,ENTERPRISE VALUE,FREE CASH_FLOW,TOTAL CASH,TOTAL CASH MINUS MARKET CAP,TOTAL CASH PER SHARE,TOTAL LIABILITIES,PRICE/52 WEEK LOW,DAY LOW/52 WEEK LOW,DAY LOW,52 WEEK LOW,PERCENT SHORT OF FLOAT,CASH FLOW PER SHARE,SHARES OUTSTANDING,CURRENCY,COUNTRY,MARKET CAP,RECOMMENDATION KEY,ENTERPRISE VALUE/EBITDA,EV/EBITDA RATIO,INTRINSIC_VALUE_BY_CASH_FLOW,MARGIN_OF_SAFETY_BY_CASH_FLOW,SECTOR,INDUSTRY,RSI,INSIDER OWNERSHIP,PRESENT VALUE,DILLUTED PRESENT VALUE,PERCENT_DROP_SINCE_SEPTEMBER,,,
ICCM,IceCure Medical Ltd.,2.13,-242.9568,-7.2,33.68,-114.0642254,2.038866,-0.673276343,N/A,-2212222,-8879375,8115000,-9847886,2.999,139000,1.004716981,1.698113208,3.6,2.12,0.0151,-3.163634103,2806701,USD,Israel,17962886,none,0.144,0.008850645,-106.7536692,-50.1190935,Healthcare,Medical Devices,N/A,0.39944,-18.82764594,-11.75666112,-59.19540066,7.070984821,-13.88666112,-5.519559209
ICFI,"ICF International, Inc.",72.75,56.07856,4.63,6.64,0.770839313,1.2676007,14.88498244,N/A,1916911104,88483752,3883000,-1303238792,0.214,603715008,1.236613972,1.222165562,71.9,58.83,0.0342,4.887476373,18104180,USD,United States,1307121792,buy,9.659,0.868615108,59.19711383,0.813706032,Industrials,Consulting Services,N/A,0.01816,22.97331776,23.6848876,5.741274379,0.711569833,-49.0651124,0.325565465
ICG,Intchains Group Limited,0.7302,undefined,-0.12,N/A,undefined,0.3079878,-6.18738734,N/A,-443760160,-3388875,489192000,444811580,8.058,1100000,1.217,1.216666667,0.73,0.6,0.006,-0.11801427,28715807,CNY,China,44380420,none,4.538,0.143335439,undefined,undefined,Technology,Semiconductors,N/A,0.00082,4.36968188,4.698648994,-16.92832841,0.328967113,3.968448994,6.434742528
ICHR,Ichor Holdings,85.77,-89.93664,-1.48,67.46,-1.048579224,4.6525536,125.7675098,N/A,3050110208,23778376,89089000,-3029768728,2.564,158664992,6.537347561,6.737042683,88.39,13.12,0.0577,0.681972635,34867053,USD,United States,3118857728,none,112.534,2.496871533,41.44211307,0.483177254,Technology,Semiconductor Equipment & Materials,N/A,0.01633,0.280664792,0.315048935,20.70082036,0.034384143,-85.45495107,0.003673183
ICLN,iShares Global Clean Energy ETF,20.82,undefined,N/A,N/A,undefined,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.658964143,1.630677291,20.465,12.55,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,undefined,undefined,undefined,N/A,N/A,N/A,N/A,N/A,N/A,-9.870131359,#VALUE!,#VALUE!,#VALUE!
ICLR,ICON plc,143.54,23.9192,2.9,1.81,0.166637871,1.1932306,14.28548344,N/A,13898960896,769345600,647294976,-10322506752,8.454,3555781888,2.156226528,2.103049422,140,66.57,0.0395,10.04796237,76567325,USD,Ireland,10969801728,buy,9.96,0.469589816,82.87559359,0.57736933,Healthcare,Diagnostics & Research,N/A,0.00439,115.8506992,135.9951023,-6.0602113,20.14440311,-7.544897718,0.947436967
ICMB,Investcorp Credit Management BD,1.17,undefined,-1.36,N/A,undefined,0.32046014,undefined,N/A,122257296,N/A,2739918,-14146074,0.19,108111216,1.181818182,1.181818182,1.17,0.99,0.0341,undefined,14432472,USD,United States,16885992,none,N/A,undefined,undefined,undefined,Financial Services,Asset Management,N/A,0.26201,2.194254589,2.175701748,-2.904567773,-0.018552841,1.005701748,1.859574144
ICON,Icon Energy Corp.,0.9635,undefined,927.23,N/A,undefined,0.031361885,-0.791166134,N/A,31547720,-4424000,3880000,360628,5.607,34759000,1.228954082,1.173469388,0.92,0.784,0.0165,-1.217822603,3632713,USD,Greece,3519372,none,10.144,1.370810811,undefined,undefined,Industrials,Marine Shipping,N/A,0.08952,2.335593349,5.787959121,-14.73451291,3.452365771,4.824459121,6.007222751
ICOP,iShares Copper and Metals Minin,56.11,undefined,N/A,N/A,undefined,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2.038880814,1.983648256,54.59,27.52,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,undefined,undefined,undefined,N/A,N/A,N/A,N/A,N/A,N/A,-0.007125518,#VALUE!,#VALUE!,#VALUE!
ICU,SeaStar Medical Holding Corpora,3.04,-110.20352,-2.38,49.38,-36.25115789,1.6703056,-1.274512766,-20.06,3133886,-9533750,9348000,-2882826,2.339,331000,1.468599034,1.466183575,3.035,2.07,0.0356,-2.385225226,3997002,USD,United States,12230826,none,N/A,undefined,-110.4454689,-36.33074634,Healthcare,Biotechnology,N/A,0.11958,-37.0368801,-7.059059341,-2.875402912,29.97782076,-10.09905934,-2.322058994
ICUCW,N/A,0.016,undefined,N/A,N/A,undefined,0.008951965,undefined,Not Found!,N/A,-9533750,9348000,N/A,2.339,331000,0.975609756,1,0.0164,0.0164,N/A,undefined,N/A,USD,United States,N/A,none,N/A,undefined,undefined,undefined,,,N/A,N/A,N/A,N/A,-46.30872424,#VALUE!,#VALUE!,#VALUE!
ICUI,"ICU Medical, Inc.",142.41,26.71856,1.87,9.36,0.187617162,1.6324067,9.195360057,N/A,4610280448,387079616,292676000,-3154938976,11.71,1343619968,1.330934579,1.277149533,136.655,107,0.0881,15.48715864,24993585,USD,United States,3447614976,strong_buy,14.803,0.792027822,221.2805227,1.553827138,Healthcare,Medical Instruments & Supplies,N/A,0.03799,-4.927181941,-5.027208179,5.543620937,-0.100026238,-147.4372082,-0.035300949
IDACU,Iron Dome Acquisition I Corp.,10.0352,undefined,N/A,N/A,undefined,188.86794,undefined,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.005531062,1.003006012,10.01,9.98,N/A,undefined,N/A,None,United States,N/A,none,N/A,undefined,undefined,undefined,Financial Services,Shell Companies,N/A,N/A,N/A,N/A,0.251745959,#VALUE!,#VALUE!,#VALUE!
IDCC,"InterDigital, Inc.",287.15,135.98848,10.48,7.72,0.473579941,6.7044735,16.0584222,N/A,6741262848,462150016,1081858944,-6312403584,41.859,401721984,1.34774242,1.329648925,283.295,213.06,0.1185,17.88158241,25845029,USD,United States,7394262528,strong_buy,13.738,0.618271827,232.0314134,0.808049498,Technology,Software - Application,N/A,0.01592,171.7285418,509.641189,9.98965486,337.9126472,222.491189,1.774825662
IDAI,T Stamp Inc.,1.86,undefined,-2.15,N/A,undefined,1.3549337,-2.556386538,-9.66,7842374,-4074475,3894181,-6409753,0.695,1159183,1.036211699,1.002785515,1.8,1.795,0.0168,-0.727589499,5599964,USD,United States,10303934,none,-1.037,-0.046669667,undefined,undefined,Technology,Software - Application,N/A,0.13219,-4.258132489,-1.836649191,-21.18643717,2.421483298,-3.696649191,-0.987445802
IDEF,iShares Defense Industrials Act,32.82,undefined,N/A,N/A,undefined,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.222346369,1.219366853,32.74,26.85,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,undefined,undefined,undefined,N/A,N/A,N/A,N/A,N/A,N/A,9.30E-07,#VALUE!,#VALUE!,#VALUE!
IDN,"Intellicheck, Inc.",4.17,undefined,0.12,N/A,undefined,3.8909774,28.16797584,N/A,74385592,2998000,10062000,-73778048,0.497,0,1.055696203,1.048101266,4.14,3.95,0.0379,0.148040456,20251221,USD,United States,83840048,none,27.368,1.231683168,undefined,undefined,Technology,Software - Application,N/A,0.05862,-1.004427506,-1.077442676,-3.917054069,-0.07301517,-5.247442676,-0.258379539
IDVY,First Trust International Risin,26.125,undefined,N/A,N/A,undefined,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.165254237,1.167845674,26.1831,22.42,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,undefined,undefined,undefined,N/A,N/A,N/A,N/A,N/A,N/A,1.891578089,#VALUE!,#VALUE!,#VALUE!
IDXX,"IDEXX Laboratories, Inc.",573,231.07728,13.58,12.77,0.40327623,27.807823,57.44458839,N/A,46104879104,786844480,200528000,-42876690304,2.542,1105451008,1.130378174,1.072951806,543.89,506.91,0.031600002,9.974829937,78882997,USD,United States,43077218304,buy,29.824,1.406129184,169.7317062,0.296215892,Healthcare,Diagnostics & Research,N/A,0.00219,188.9475394,244.8453776,1.462621721,55.89783828,-328.1546224,0.427304324
IDYA,"IDEAYA Biosciences, Inc.",30.57,undefined,-1.57,N/A,undefined,2.9302588,-50.51429365,N/A,2043307264,-57254500,671201024,-2286249216,7.639,28600000,1.491219512,1.485609756,30.455,20.5,0.1523,-0.605175244,94608133,USD,United States,2957450240,strong_buy,-11.309,-0.735305592,undefined,undefined,Healthcare,Biotechnology,N/A,0.022249999,-5.182086411,-2.013950679,4.620125662,3.168135732,-32.58395068,-0.06587997
IEAG,Infinite Eagle Acquisition Corp,10.03,undefined,N/A,N/A,undefined,N/A,undefined,N/A,436450336,N/A,55276,-436450324,0.001,0,1.006018054,1.006018054,10.03,9.97,0.0003,undefined,34895000,USD,United States,436505600,none,N/A,undefined,undefined,undefined,Financial Services,Shell Companies,N/A,0.01132,N/A,N/A,2.66E-06,#VALUE!,#VALUE!,#VALUE!
IEAGR,Infinite Eagle Acquisition Corp,0.19,undefined,N/A,N/A,undefined,N/A,undefined,N/A,N/A,N/A,55276,N/A,0.001,0,1,1,0.19,0.19,N/A,undefined,N/A,USD,United States,N/A,none,N/A,undefined,undefined,undefined,,,N/A,N/A,N/A,N/A,1.25E-06,#VALUE!,#VALUE!,#VALUE!
IEAGU,Infinite Eagle Acquisition Corp,10.21,undefined,N/A,N/A,undefined,N/A,undefined,N/A,444283936,N/A,55276,N/A,0.001,0,1.006903353,1.006903353,10.21,10.14,N/A,undefined,N/A,USD,United States,N/A,none,N/A,undefined,undefined,undefined,Financial Services,Shell Companies,N/A,0,N/A,N/A,-1.352660641,#VALUE!,#VALUE!,#VALUE!
IEI,iShares 3-7 Year Treasury Bond ,117.49,undefined,N/A,N/A,undefined,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.008411295,1.003175693,116.88,116.51,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,undefined,undefined,undefined,N/A,N/A,N/A,N/A,N/A,N/A,0.264550003,#VALUE!,#VALUE!,#VALUE!
IEF,iShares 7-10 Year Treasury Bond,94.52,undefined,N/A,N/A,undefined,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.016890802,1.011403981,94.01,92.95,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,undefined,undefined,undefined,N/A,N/A,N/A,N/A,N/A,N/A,0.424986445,#VALUE!,#VALUE!,#VALUE!
IEP,Icahn Enterprises L.P. - Deposi,7.34,undefined,-0.44,N/A,undefined,2.384691,49.32851059,N/A,10881851392,100000000,1299000064,-3600248576,1.933,6848999936,1.036723164,1.025423729,7.26,7.08,0.1262,0.14879833,672050553,USD,United States,4899248640,none,16.819,1.957974389,undefined,undefined,Energy,Oil & Gas Refining & Marketing,N/A,1.00E-05,1.205249228,1.562438968,-2.263651447,0.35718974,-5.777561032,0.212866344
IESC,"IES Holdings, Inc.",695.81,476.53632,18.72,23.32,0.684865581,12.726462,50.97960271,N/A,13712549888,271936992,262638000,-13388811856,13.182,107376000,2.625698113,2.491886792,660.35,265,0.1007,13.64879213,19923887,USD,United States,13651449856,none,28.572,1.749663197,347.4436524,0.499336963,Industrials,Engineering & Construction,N/A,0.03086,-137.240643,-116.1789176,-6.236443717,21.0617254,-811.9889176,-0.166969313
IFBD,"Infobird Co., Ltd",1.12,undefined,-6.5,N/A,undefined,0.5720123,34.54938324,N/A,7254865,265452,5113317,-4057887,0.624,1026783,1.696969697,1.590909091,1.05,0.66,0.0212,0.032417366,8188574,USD,China,9171204,none,-4.928,-0.221782178,undefined,undefined,Technology,Software - Application,N/A,0.00022,-0.016077372,-0.014591762,23.21232401,0.001485611,-1.134591762,-0.013028359
IEUS,iShares MSCI Europe Small-Cap E,71.62,undefined,N/A,N/A,undefined,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.126986625,1.109756098,70.525,63.55,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,undefined,undefined,undefined,N/A,N/A,N/A,N/A,N/A,N/A,-2.331926617,#VALUE!,#VALUE!,#VALUE!
IFLO,VictoryShares International Fre,34,undefined,N/A,N/A,undefined,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.34016555,1.328407568,33.7017,25.37,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,undefined,undefined,undefined,N/A,N/A,N/A,N/A,N/A,N/A,-0.322487858,#VALUE!,#VALUE!,#VALUE!
IFGL,iShares International Developed,22.56,undefined,N/A,N/A,undefined,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.041070605,1.025796031,22.229,21.67,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,undefined,undefined,undefined,N/A,N/A,N/A,N/A,N/A,N/A,0.133152741,#VALUE!,#VALUE!,#VALUE!
IFRX,InflaRx N.V.,1.6,-13.38528,-0.73,14.42,-8.3658,3.0706851,-14.83377128,N/A,76690920,-15887300,39800688,-228272336,0.551,823028,2.159244265,2.186234818,1.62,0.741,0.0507,-0.107861984,147292859,EUR,Germany,268073024,none,-1.808,-0.117555267,-1.977757339,-1.236098337,Healthcare,Biotechnology,N/A,0.0295,-1.099056749,-0.675324452,-20,0.423732297,-2.275324452,-0.422077782
IFV,First Trust Dorsey Wright Inter,28.1478,undefined,N/A,N/A,undefined,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.280609645,1.260641492,27.7089,21.98,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,undefined,undefined,undefined,N/A,N/A,N/A,N/A,N/A,N/A,0.581738024,#VALUE!,#VALUE!,#VALUE!
IGACR,Invest Green Acquisition Corpor,0.185,undefined,N/A,N/A,undefined,N/A,undefined,N/A,N/A,N/A,705191,N/A,0.03,896740,1.233333333,1.233333333,0.185,0.15,N/A,undefined,N/A,USD,United States,N/A,none,N/A,undefined,undefined,undefined,,,N/A,N/A,N/A,N/A,-1.29E-06,#VALUE!,#VALUE!,#VALUE!
IGAC,Invest Green Acquisition Corpor,10,undefined,N/A,N/A,undefined,N/A,undefined,N/A,238891552,N/A,705191,-237994809,0.03,896740,1.018329939,1.018329939,10,9.82,0.0002,undefined,18120000,USD,United States,238700000,none,N/A,undefined,undefined,undefined,Financial Services,Shell Companies,N/A,0.02649,N/A,N/A,-0.099902384,#VALUE!,#VALUE!,#VALUE!
IGACU,Invest Green Acquisition Corpor,10.185,undefined,N/A,N/A,undefined,N/A,undefined,N/A,243307504,N/A,705191,N/A,0.03,896740,1.0185,1.0185,10.185,10,N/A,undefined,N/A,USD,United States,N/A,none,N/A,undefined,undefined,undefined,Financial Services,Shell Companies,N/A,0,N/A,N/A,0.049112914,#VALUE!,#VALUE!,#VALUE!
IGF,iShares Global Infrastructure E,66.73,undefined,N/A,N/A,undefined,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.15830585,1.142683562,65.83,57.61,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,undefined,undefined,undefined,N/A,N/A,N/A,N/A,N/A,N/A,0.01498618,#VALUE!,#VALUE!,#VALUE!
IGIB,iShares 5-10 Year Investment Gr,53.13,undefined,N/A,N/A,undefined,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.014318442,1.009545628,52.88,52.38,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,undefined,undefined,undefined,N/A,N/A,N/A,N/A,N/A,N/A,0.264197617,#VALUE!,#VALUE!,#VALUE!
IGIC,International General Insurance,25.06,undefined,2.79,N/A,undefined,1.6276759,undefined,N/A,858193984,N/A,191600000,-891744000,4.574,0,1.203650336,1.196926033,24.92,20.82,0.0126,undefined,42659734,USD,Jordan,1083344000,none,6.834,0.693807107,undefined,undefined,Financial Services,Insurance - Diversified,N/A,0.40747002,6.560155701,6.95383218,0.039923207,0.39367648,-18.10616782,0.277487318
IGOV,iShares International Treasury ,41.72,undefined,N/A,N/A,undefined,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.033696729,1.022794846,41.28,40.36,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,undefined,undefined,undefined,N/A,N/A,N/A,N/A,N/A,N/A,0.433315071,#VALUE!,#VALUE!,#VALUE!
IGSB,iShares 1-5 Year Investment Gra,52.37,undefined,N/A,N/A,undefined,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.004796623,1.001391021,52.1925,52.12,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,undefined,undefined,undefined,N/A,N/A,N/A,N/A,N/A,N/A,0.133844673,#VALUE!,#VALUE!,#VALUE!
IHRT,"iHeartMedia, Inc.",3.99,undefined,-1.83,N/A,undefined,N/A,4.157647239,N/A,6257309696,124817752,135052000,-430257952,0.865,5765834752,2.590909091,2.344155844,3.61,1.54,0.063200004,0.959677378,130062201,USD,United States,565309952,none,11.039,0.683529412,undefined,undefined,Communication Services,Broadcasting,N/A,0.06984,0.010061577,0.010042687,-5.225654065,-1.88905E-05,-3.979957313,0.002516964
III,"Information Services Group, Inc",4.12,undefined,0.21,N/A,undefined,2.1095333,10.51468706,N/A,242190816,18745000,22689000,-176322360,0.474,67782000,1.101604278,1.092245989,4.085,3.74,0.0208,0.391832869,47839274,USD,United States,199011360,strong_buy,10.135,0.773073989,undefined,undefined,Technology,Information Technology Services,N/A,0.2789,23.83176239,23.45599901,-5.069127762,-0.375763381,19.33599901,5.693203643
IIIV,"i3 Verticals, Inc.",19.91,1.62624,0.11,9.98,0.081679558,1.2918257,undefined,1.87,588562176,N/A,7142000,-550371024,0.365,85612000,1.077964266,1.053059015,19.45,18.47,0.42610002,undefined,19549833,USD,United States,557513024,strong_buy,25.581,1.167549064,undefined,undefined,Technology,Software - Infrastructure,N/A,0.0269,0.121537754,0.123371863,0.251759255,0.001834109,-19.78662814,0.006196477
IJT,iShares S&P SmallCap 600 Growth,169.02,undefined,N/A,N/A,undefined,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.322845738,1.308327463,167.165,127.77,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,undefined,undefined,undefined,N/A,N/A,N/A,N/A,N/A,N/A,2.60426418,#VALUE!,#VALUE!,#VALUE!
IKT,"Inhibikase Therapeutics, Inc.",1.67,-5.43136,-0.44,6.93,-3.252311377,1.707317,-14.73674157,N/A,114236488,-14962229,170368752,-51446080,1,0,1.255639098,1.248120301,1.66,1.33,0.22549999,-0.113322202,132032636,USD,United States,221814832,strong_buy,-2.363,-0.153641092,-1.398849257,-0.837634286,Healthcare,Biotechnology,44.08,0.06421,-1.472919116,-0.403353485,0.602411661,1.069565631,-2.073353485,-0.241529033
ILAG,Intelligent Living Application ,2.86,undefined,-9.5,N/A,undefined,1.2831479,-1.021382977,N/A,7133471,-5815714,645939,-5584905,0.311,1838139,1.401960784,1.318627451,2.69,2.04,0.0056,-2.800124991,2076948,USD,Hong Kong,6230844,none,-0.452,-0.02989418,undefined,undefined,Industrials,Building Products & Equipment,41.56,0.52481,-1.137219078,-1.11680773,-17.34104137,0.020411347,-3.97680773,-0.390492213
ILIT,iShares Lithium Miners and Prod,19.36,undefined,N/A,N/A,undefined,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2.685159501,2.672676838,19.27,7.21,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,undefined,undefined,undefined,N/A,N/A,N/A,N/A,N/A,N/A,0.581882863,#VALUE!,#VALUE!,#VALUE!
ILLR,Triller Group Inc.,0.1665,undefined,-0.81,N/A,undefined,N/A,undefined,N/A,191639584,N/A,3509000,-23075448,0.018,162028992,166.5,150.3,0.1503,0.001,0.010299999,undefined,176875903,USD,United States,26584448,none,N/A,undefined,undefined,undefined,Technology,Software - Application,N/A,0.48269,-0.144254538,-0.110089252,-22.55814082,0.034165286,-0.276589252,-0.661196707
ILLRW,Triller Group Inc. Warrant,0.0277,undefined,N/A,N/A,undefined,N/A,undefined,N/A,N/A,N/A,3509000,N/A,0.018,162028992,1.108,1,0.025,0.025,N/A,undefined,N/A,USD,United States,N/A,none,N/A,undefined,undefined,undefined,,,N/A,N/A,N/A,N/A,10.79999835,#VALUE!,#VALUE!,#VALUE!
ILLU,Illumination Acquisition Corp I,9.9,undefined,N/A,N/A,undefined,N/A,undefined,N/A,310309440,N/A,3741247,-306046241,0.12,3950279,1.00814664,1.00814664,9.9,9.82,0,undefined,23625000,USD,United States,309787488,none,N/A,undefined,undefined,undefined,Financial Services,Shell Companies,N/A,N/A,N/A,N/A,3.85E-06,#VALUE!,#VALUE!,#VALUE!
ILLUU,Illumination Acquisition Corp I,10.02,undefined,N/A,N/A,undefined,N/A,undefined,N/A,313751520,N/A,3741247,N/A,0.12,3950279,1.012121212,1.012121212,10.02,9.9,N/A,undefined,N/A,USD,United States,N/A,none,N/A,undefined,undefined,undefined,Financial Services,Shell Companies,N/A,0.01166,N/A,N/A,0.2,#VALUE!,#VALUE!,#VALUE!
ILLUW,N/A,0.49,undefined,N/A,N/A,undefined,N/A,undefined,N/A,N/A,N/A,3741247,N/A,0.12,3950279,1,1,0.49,0.49,N/A,undefined,N/A,USD,United States,N/A,none,N/A,undefined,undefined,undefined,,,N/A,N/A,N/A,N/A,-1.95E-06,#VALUE!,#VALUE!,#VALUE!
ILMN,"Illumina, Inc.",164.28,90.552,5.5,12.08,0.551205259,9.036637,29.39312733,N/A,26244564992,845625024,1155000064,-22915315968,7.634,2544000000,1.866818182,1.79125,157.63,88,0.0834,5.589061626,151300000,USD,United States,24070316032,buy,22.723,1.071334276,92.01831061,0.560130939,Healthcare,Diagnostics & Research,N/A,0.002,-124.058154,-114.6483609,-2.249195295,9.409793068,-278.9283609,-0.697883863
IMA,"ImageneBio, Inc.",5.45,-130.7808,-4.78,25.7,-23.99647706,0.5203951,-2.254636545,N/A,-53320740,-27264376,117208000,53029748,10.392,2416000,1.383248731,1.388324873,5.47,3.94,0.0401,-2.417241046,11279130,USD,United States,64178252,none,0.987,0.064174252,-66.13571502,-12.13499358,Healthcare,Biotechnology,N/A,0.14957,N/A,N/A,-4.21792715,#VALUE!,#VALUE!,#VALUE!
ILPT,Industrial Logistics Properties,8.65,undefined,-0.81,N/A,undefined,1.1561978,3.994097708,N/A,5068167168,144377120,105593000,-449063704,1.584,4193131008,1.952595937,1.848758465,8.19,4.43,0.014400001,2.165695642,66665471,USD,United States,554656704,buy,16.411,0.974524941,undefined,undefined,Real Estate,REIT - Industrial,N/A,0.17196,2.392499381,2.36232868,-2.149322956,-0.030170701,-6.28767132,0.273101581
IMCC,IM Cannabis Corp.,0.26,undefined,-2.25,N/A,undefined,N/A,-0.636411182,N/A,15501064,-3683625,1004000,-952588,0.161,14960000,1.268292683,1,0.205,0.205,0.019299999,-0.408540905,9016539,CAD,Canada,1956588,none,-2.435,-0.18616208,undefined,undefined,Healthcare,Drug Manufacturers - Specialty & Generic,N/A,0.35152,-0.473418292,-0.633205736,-11.56462578,-0.159787444,-0.893205736,-2.435406677
IMCV,iShares Morningstar Mid-Cap Val,91.28,undefined,N/A,N/A,undefined,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.230354495,1.209596981,89.74,74.19,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,undefined,undefined,undefined,N/A,N/A,N/A,N/A,N/A,N/A,0.340770337,#VALUE!,#VALUE!,#VALUE!
IMCR,Immunocore Holdings plc,28.17,undefined,-0.56,N/A,undefined,3.6862493,24.461376,N/A,1023670208,58577376,844896000,-607316096,16.61,435683008,1.022318998,1.017238251,28.03,27.555,0.19139999,1.151611422,50865574,USD,United Kingdom,1452212096,none,-90.04,-5.854356307,undefined,undefined,Healthcare,Biotechnology,N/A,0.00066,-0.259128856,-0.251015132,-2.051461141,0.008113724,-28.42101513,-0.008910725
IMDX,Insight Molecular Diagnostics I,5.32,-36.56616,-1.51,21.77,-6.873338346,N/A,-10.89332742,N/A,146629520,-15769625,28201000,-143582696,0.873,3069000,2.283261803,2.253218884,5.25,2.33,0.0808,-0.488372358,32290167,USD,United States,171783696,none,-4.502,-0.212258369,-11.82642502,-2.223012222,Healthcare,Diagnostics & Research,N/A,0.2018,-1.398839636,-0.878938538,-18.77862832,0.519901098,-6.198938538,-0.165214011
IMMP,Immutep Limited,0.3562,-3.04096,-0.34,2.68,-8.537226277,0.7979691,-1.471321594,Not Found!,-45425940,-35678096,99129496,44027056,0.673,1209606,1.228275862,1.243103448,0.3605,0.29,0.030299999,-0.242095271,147372131,AUD,Australia,55102440,none,0.551,0.035825748,-2.165300104,-6.078888558,Healthcare,Biotechnology,N/A,0.00012,-2.536613268,-0.865785777,-8.666663317,1.670827491,-1.221985777,-2.430617005
IMKTA,"Ingles Markets, Incorporated",88.51,undefined,5.49,N/A,undefined,0.9950857,10.11710029,4.57,2320135168,127281280,8857000,-1644983256,0.466,647800000,1.493335583,1.451830606,86.05,59.27,0.1034,8.74855418,14548836,USD,United States,1653840256,none,8.618,1.052258852,undefined,undefined,Consumer Defensive,Grocery Stores,N/A,0.0009,1.571513142,1.57130919,1.572183406,-0.000203952,-86.93869081,0.0177529
IMMR,Immersion Corporation,6.54,undefined,-0.6,N/A,undefined,0.72291857,undefined,1.82,615944960,N/A,177920992,-35907936,5.375,310769984,1.245714286,1.184761905,6.22,5.25,0.1242,undefined,33100452,USD,United States,213828928,none,9.893,0.445229523,undefined,undefined,Technology,Software - Application,N/A,0.17954999,14.74246029,15.25693825,-1.208457507,0.514477957,8.716938251,2.332865176
IMMX,"Immix Biopharma, Inc.",8.74,-24.4352,-0.92,24.7,-2.795789474,5.738529,-30.61457898,Not Found!,386014432,-20323656,90579160,-559385128,1.665,1037735,4.505154639,4.515463918,8.76,1.94,0.0685,-0.285484899,71189951,USD,United States,649964288,none,-10.789,-0.701495449,-7.582478928,-0.867560518,Healthcare,Biotechnology,N/A,0.17559999,-10.04793867,-1.172450629,3.800474119,8.875488042,-9.912450629,-0.134147669
IMNM,"Immunome, Inc.",17.91,-59.88384,-2.39,22.82,-3.34359799,3.5620916,-14.55940704,N/A,1449315584,-139312992,582692992,-1515836800,5.145,3694000,2.25,2.255025126,17.95,7.96,0.1742,-1.230132515,113250394,USD,United States,2098529792,strong_buy,-6.403,-0.416319896,-30.8222003,-1.720949207,Healthcare,Biotechnology,N/A,0.06303,25.58081384,-5.878796387,-8.99390385,-31.45961023,-23.78879639,-0.328241004
IMNN,"Imunon, Inc.",1.88,-154.83712,-4.52,34.32,-82.36017021,2.7844312,undefined,N/A,5572520,N/A,4794000,-3021939,0.953,912000,1.038674033,1.000552486,1.811,1.81,0.0138,undefined,4202118,USD,United States,7815939,strong_buy,-0.384,-0.02496749,undefined,undefined,Healthcare,Biotechnology,N/A,0.01604,-7.325291161,-4.482001663,-10.47618641,2.843289498,-6.362001663,-2.384043438
